Name,LOD1,LOD1 Hash,LOD2,LOD2 Hash,LOD3,LOD3 Hash,LOD4,LOD4 Hash,Collision,Common (Animation, if existant),Effect,Trait 1,Trait 2,Trait 3,Trait 4,Trait 5,Trait 6,Trait 7,Trait 8,Null Hashes indicate unfound files
ob_6000_0237,object/map_object/ob_6000_0237_l1.ice,36\39ffdebeca09b0604d859c0cbe117e,object/map_object/ob_6000_0237_l2.ice,,object/map_object/ob_6000_0237_l3.ice,,object/map_object/ob_6000_0237_l4.ice,,object/map_object/ob_6000_0237_col.ice,0d\6d9563254c0617dd18888f9d2ac3e1,object/map_object/ob_6000_0237_com.ice,af\c35d946b9055a83b78ee414745b28c,object/map_object/ob_6000_0237_eff.ice,,[Materials],[Ma_Floor],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0238,object/map_object/ob_6000_0238_l1.ice,42\a1198d79e54657d17123f3dc5d6732,object/map_object/ob_6000_0238_l2.ice,,object/map_object/ob_6000_0238_l3.ice,,object/map_object/ob_6000_0238_l4.ice,,object/map_object/ob_6000_0238_col.ice,78\d753423133a779fa41fba1bc8314aa,object/map_object/ob_6000_0238_com.ice,90\cc8f9b90a0fda63d5f8e82833955de,object/map_object/ob_6000_0238_eff.ice,,[Materials],[Ma_Roof],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0239,object/map_object/ob_6000_0239_l1.ice,a3\a0121cdeb2d30fba1fd28fb907125d,object/map_object/ob_6000_0239_l2.ice,,object/map_object/ob_6000_0239_l3.ice,,object/map_object/ob_6000_0239_l4.ice,,object/map_object/ob_6000_0239_col.ice,c9\8bd90f173cc229bbd1303b022d00b9,object/map_object/ob_6000_0239_com.ice,0a\ca5d66b82e2644ad9e6d78a5ba5f19,object/map_object/ob_6000_0239_eff.ice,,[Materials],[Ma_Pillar],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0240,object/map_object/ob_6000_0240_l1.ice,a0\4def9efcf736413e6488ce1b0234a6,object/map_object/ob_6000_0240_l2.ice,,object/map_object/ob_6000_0240_l3.ice,,object/map_object/ob_6000_0240_l4.ice,,object/map_object/ob_6000_0240_col.ice,2e\9bb3f2f497b9e00ece68b65199c9e2,object/map_object/ob_6000_0240_com.ice,1c\4e901f6c5a8f8a6a867a3320ae1b17,object/map_object/ob_6000_0240_eff.ice,,[Materials],[Ma_Decoration],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0241,object/map_object/ob_6000_0241_l1.ice,46\c14ee1964f29c1961c66eda36e21c5,object/map_object/ob_6000_0241_l2.ice,,object/map_object/ob_6000_0241_l3.ice,,object/map_object/ob_6000_0241_l4.ice,,object/map_object/ob_6000_0241_col.ice,da\82a2511c207957cc123b53bc9143e5,object/map_object/ob_6000_0241_com.ice,33\fa39da169169c798fa64b0bea150e1,object/map_object/ob_6000_0241_eff.ice,,[Materials],[Ma_Roof],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0299,object/map_object/ob_6000_0299_l1.ice,98\e42e1d4ae3b865c014382ace18923c,object/map_object/ob_6000_0299_l2.ice,,object/map_object/ob_6000_0299_l3.ice,,object/map_object/ob_6000_0299_l4.ice,,object/map_object/ob_6000_0299_col.ice,16\831d6b3bc3b515c0e070f3c39b268a,object/map_object/ob_6000_0299_com.ice,72\5f783217bea36978d76c3fb1d68faa,object/map_object/ob_6000_0299_eff.ice,,[Materials],[Ma_Floor],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0301,object/map_object/ob_6000_0301_l1.ice,85\fe4b14b129081a77611f0a1e39cb8a,object/map_object/ob_6000_0301_l2.ice,,object/map_object/ob_6000_0301_l3.ice,,object/map_object/ob_6000_0301_l4.ice,,object/map_object/ob_6000_0301_col.ice,50\6f029f8e9bee387f28b78343d3b2e8,object/map_object/ob_6000_0301_com.ice,33\e2fc04f954b738110d0231a9e850bb,object/map_object/ob_6000_0301_eff.ice,,[Materials],[Ma_Base],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0302,object/map_object/ob_6000_0302_l1.ice,f1\a28b19188b90f3ee615b8d98d1870b,object/map_object/ob_6000_0302_l2.ice,,object/map_object/ob_6000_0302_l3.ice,,object/map_object/ob_6000_0302_l4.ice,,object/map_object/ob_6000_0302_col.ice,b2\ea54d865d26a2894fcfd2ac4f2de00,object/map_object/ob_6000_0302_com.ice,9c\3001e3edcdd1720392a289f8c99900,object/map_object/ob_6000_0302_eff.ice,,[Materials],[Ma_Floor],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0303,object/map_object/ob_6000_0303_l1.ice,79\adc531987a21e91767624d181a3c5b,object/map_object/ob_6000_0303_l2.ice,,object/map_object/ob_6000_0303_l3.ice,,object/map_object/ob_6000_0303_l4.ice,,object/map_object/ob_6000_0303_col.ice,ba\5e2f65cc651b81faa6cb1c0bf89da9,object/map_object/ob_6000_0303_com.ice,f3\98a693a42f39cddc7780e76d674f81,object/map_object/ob_6000_0303_eff.ice,,[Materials],[Ma_Floor],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0304,object/map_object/ob_6000_0304_l1.ice,b3\b65d163d0cdcd9a3c04690d6d2a2e6,object/map_object/ob_6000_0304_l2.ice,,object/map_object/ob_6000_0304_l3.ice,,object/map_object/ob_6000_0304_l4.ice,,object/map_object/ob_6000_0304_col.ice,af\70e8b0bf50370892cb184b556c3021,object/map_object/ob_6000_0304_com.ice,2f\2914cf7b3e03c7124a2f51fca3d602,object/map_object/ob_6000_0304_eff.ice,,[Materials],[Ma_Floor],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0305,object/map_object/ob_6000_0305_l1.ice,54\7c4d32d835878cedf949fccb3d705a,object/map_object/ob_6000_0305_l2.ice,,object/map_object/ob_6000_0305_l3.ice,,object/map_object/ob_6000_0305_l4.ice,,object/map_object/ob_6000_0305_col.ice,3b\5e142ad11b7a1800fa6830ca92d9a7,object/map_object/ob_6000_0305_com.ice,73\afd5285c21497ea934ede3a2290e2d,object/map_object/ob_6000_0305_eff.ice,,[Materials],[Ma_Floor],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0306,object/map_object/ob_6000_0306_l1.ice,17\dafea5050c70d3bff40d4f3f03c8d7,object/map_object/ob_6000_0306_l2.ice,,object/map_object/ob_6000_0306_l3.ice,,object/map_object/ob_6000_0306_l4.ice,,object/map_object/ob_6000_0306_col.ice,4a\3d4df1f6e6e6ee56a1e0c5e3c0b69b,object/map_object/ob_6000_0306_com.ice,bf\d742fdbf77eb98030c563f59b9379c,object/map_object/ob_6000_0306_eff.ice,,[Materials],[Ma_Roof],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0307,object/map_object/ob_6000_0307_l1.ice,0a\4d8b179fcd8f77c8c7d094ebbefda5,object/map_object/ob_6000_0307_l2.ice,,object/map_object/ob_6000_0307_l3.ice,,object/map_object/ob_6000_0307_l4.ice,,object/map_object/ob_6000_0307_col.ice,29\3b96da22544a9946094b5b3a849082,object/map_object/ob_6000_0307_com.ice,63\ad6bbd5e3d945f283b86b6b9eedd44,object/map_object/ob_6000_0307_eff.ice,,[Materials],[Ma_Floor],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0308,object/map_object/ob_6000_0308_l1.ice,42\f58dd8146729c8b0d93c4ac91ac7c5,object/map_object/ob_6000_0308_l2.ice,,object/map_object/ob_6000_0308_l3.ice,,object/map_object/ob_6000_0308_l4.ice,,object/map_object/ob_6000_0308_col.ice,e2\53cb17e92983ca57c3b1260794ee06,object/map_object/ob_6000_0308_com.ice,c9\4d39dbc11a6953391642f39bca4f1d,object/map_object/ob_6000_0308_eff.ice,,[Materials],[Ma_Floor],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0309,object/map_object/ob_6000_0309_l1.ice,d1\289d85c2a242605b106d82ad3f04ad,object/map_object/ob_6000_0309_l2.ice,,object/map_object/ob_6000_0309_l3.ice,,object/map_object/ob_6000_0309_l4.ice,,object/map_object/ob_6000_0309_col.ice,4c\19b5cdaf27fac7fe223e799cb95997,object/map_object/ob_6000_0309_com.ice,84\95dea09b1b26279b32af1a4fccf0e4,object/map_object/ob_6000_0309_eff.ice,,[Materials],[Ma_Floor],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0310,object/map_object/ob_6000_0310_l1.ice,52\556fc6d2c89b38e11d71b389a6ce23,object/map_object/ob_6000_0310_l2.ice,,object/map_object/ob_6000_0310_l3.ice,,object/map_object/ob_6000_0310_l4.ice,,object/map_object/ob_6000_0310_col.ice,00\5312872a9eedd0efe2222cedee4a7d,object/map_object/ob_6000_0310_com.ice,20\bc6ee16fcc627026df7c2629964398,object/map_object/ob_6000_0310_eff.ice,,[Materials],[Ma_Roof],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0311,object/map_object/ob_6000_0311_l1.ice,5d\7ae89ce9bf34869ae1f8ceb2515056,object/map_object/ob_6000_0311_l2.ice,,object/map_object/ob_6000_0311_l3.ice,,object/map_object/ob_6000_0311_l4.ice,,object/map_object/ob_6000_0311_col.ice,d9\6bfc8d01142c42997decaacbb82e57,object/map_object/ob_6000_0311_com.ice,41\325c00c6f8637e1407f5aed51c6f78,object/map_object/ob_6000_0311_eff.ice,,[Materials],[Ma_Wall],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0312,object/map_object/ob_6000_0312_l1.ice,40\94aa79cfc4523b3f36b627b44d05e5,object/map_object/ob_6000_0312_l2.ice,,object/map_object/ob_6000_0312_l3.ice,,object/map_object/ob_6000_0312_l4.ice,,object/map_object/ob_6000_0312_col.ice,13\a599a97540a1073bffca7551c127df,object/map_object/ob_6000_0312_com.ice,51\17dc5f9bbaac9c760620ffeb484348,object/map_object/ob_6000_0312_eff.ice,,[Materials],[Ma_Wall],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0313,object/map_object/ob_6000_0313_l1.ice,7b\4dbcb4a13c88d6d447d39626d03ef1,object/map_object/ob_6000_0313_l2.ice,,object/map_object/ob_6000_0313_l3.ice,,object/map_object/ob_6000_0313_l4.ice,,object/map_object/ob_6000_0313_col.ice,ae\636140bccf1c041ffc6c1daca7d7da,object/map_object/ob_6000_0313_com.ice,9d\6243739674bf2ea6b274881555af7e,object/map_object/ob_6000_0313_eff.ice,37\f437b470c8512aa4de3c5dbf8b8566,[Materials],[Ma_Wall],[SendDoorOpen_SendDoorClose],[0],[OpenDoor_CloseDoor],[Common_1],[0],[0]
ob_6000_0314,object/map_object/ob_6000_0314_l1.ice,47\2a0ad4fbf13575ae5d73a65b329905,object/map_object/ob_6000_0314_l2.ice,,object/map_object/ob_6000_0314_l3.ice,,object/map_object/ob_6000_0314_l4.ice,,object/map_object/ob_6000_0314_col.ice,58\48fe2bd18975dce8b46899a4a71f00,object/map_object/ob_6000_0314_com.ice,47\a096c180125a6cfc2ce5622f7c2f67,object/map_object/ob_6000_0314_eff.ice,88\fbe21c2e5b2347ea5e5580c0d72abd,[Materials],[Ma_Wall],[SendDoorOpen_SendDoorClose],[0],[OpenDoor_CloseDoor],[Common_1],[0],[0]
ob_6000_0315,object/map_object/ob_6000_0315_l1.ice,86\fbe50772e66948c1cd8ae58b117f5c,object/map_object/ob_6000_0315_l2.ice,,object/map_object/ob_6000_0315_l3.ice,,object/map_object/ob_6000_0315_l4.ice,,object/map_object/ob_6000_0315_col.ice,e0\fcfc4abcf6332e9d7585e0f26898fa,object/map_object/ob_6000_0315_com.ice,33\b93dd8916c6c7e63bf156472f3abbe,object/map_object/ob_6000_0315_eff.ice,,[Materials],[Ma_Wall],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0316,object/map_object/ob_6000_0316_l1.ice,e7\c7dee5f8f255a04f9b21b5b51ea31b,object/map_object/ob_6000_0316_l2.ice,,object/map_object/ob_6000_0316_l3.ice,,object/map_object/ob_6000_0316_l4.ice,,object/map_object/ob_6000_0316_col.ice,49\ddf9c9ae648a006379c227af138363,object/map_object/ob_6000_0316_com.ice,2e\1c91b9e9d68c87eb6dae652bd3c821,object/map_object/ob_6000_0316_eff.ice,82\817d8007e46fc96bc59a7d980187b4,[Materials],[Ma_Wall],[SendDoorOpen_SendDoorClose],[0],[OpenDoor_CloseDoor],[Common_1],[0],[0]
ob_6000_0317,object/map_object/ob_6000_0317_l1.ice,33\dfd7bfa6770a17120ebd1eb5a76a9b,object/map_object/ob_6000_0317_l2.ice,,object/map_object/ob_6000_0317_l3.ice,,object/map_object/ob_6000_0317_l4.ice,,object/map_object/ob_6000_0317_col.ice,f2\3ff13b102749d0ac4e07c9b19038d0,object/map_object/ob_6000_0317_com.ice,95\acc489c32b7bc3b10ca5df38b46107,object/map_object/ob_6000_0317_eff.ice,,[Materials],[Ma_Wall],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0318,object/map_object/ob_6000_0318_l1.ice,90\e7bb0783e8f9cc01bf9f0b0779c98f,object/map_object/ob_6000_0318_l2.ice,,object/map_object/ob_6000_0318_l3.ice,,object/map_object/ob_6000_0318_l4.ice,,object/map_object/ob_6000_0318_col.ice,70\a6fe8a43a91eaffeb3d507bb5bc68b,object/map_object/ob_6000_0318_com.ice,51\da814549ba379eebb850ed18df9790,object/map_object/ob_6000_0318_eff.ice,,[Materials],[Ma_Wall],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0319,object/map_object/ob_6000_0319_l1.ice,2c\d2ddaa5ae46e03b71572f801fa030a,object/map_object/ob_6000_0319_l2.ice,,object/map_object/ob_6000_0319_l3.ice,,object/map_object/ob_6000_0319_l4.ice,,object/map_object/ob_6000_0319_col.ice,51\3a090a59229cd7555b47b12e79c653,object/map_object/ob_6000_0319_com.ice,81\b1e4820b3e1b98e7e185b255bae886,object/map_object/ob_6000_0319_eff.ice,,[Materials],[Ma_Wall],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0320,object/map_object/ob_6000_0320_l1.ice,19\985932553f185a9d8ac54976dc8264,object/map_object/ob_6000_0320_l2.ice,,object/map_object/ob_6000_0320_l3.ice,,object/map_object/ob_6000_0320_l4.ice,,object/map_object/ob_6000_0320_col.ice,c1\82b16be1952569086e5428b6b94e76,object/map_object/ob_6000_0320_com.ice,7c\4a376938314b199bbcdefc92754580,object/map_object/ob_6000_0320_eff.ice,,[Materials],[Ma_Wall],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0321,object/map_object/ob_6000_0321_l1.ice,4c\b0da1bd52a698cd229ad369c6f82a3,object/map_object/ob_6000_0321_l2.ice,,object/map_object/ob_6000_0321_l3.ice,,object/map_object/ob_6000_0321_l4.ice,,object/map_object/ob_6000_0321_col.ice,e9\f1c5a652fb22c07df2e8ade13e3c88,object/map_object/ob_6000_0321_com.ice,95\e39374c1e6a2048af4362d4726e28e,object/map_object/ob_6000_0321_eff.ice,,[Materials],[Ma_Roof],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0322,object/map_object/ob_6000_0322_l1.ice,d9\e44f930bb8459f062f0f365a32b2e6,object/map_object/ob_6000_0322_l2.ice,,object/map_object/ob_6000_0322_l3.ice,,object/map_object/ob_6000_0322_l4.ice,,object/map_object/ob_6000_0322_col.ice,5a\2b7c43fb8bb572528bce2c43491eca,object/map_object/ob_6000_0322_com.ice,67\55c0aaeaecdccc3f77ecb1f96d3c53,object/map_object/ob_6000_0322_eff.ice,,[Materials],[Ma_Stair],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0323,object/map_object/ob_6000_0323_l1.ice,3e\69297c7dcb58ff77defcd34c54c2be,object/map_object/ob_6000_0323_l2.ice,,object/map_object/ob_6000_0323_l3.ice,,object/map_object/ob_6000_0323_l4.ice,,object/map_object/ob_6000_0323_col.ice,43\022c6a52f58eb6d40365d5400e6b09,object/map_object/ob_6000_0323_com.ice,e8\b156892082af34e42eb0a534365536,object/map_object/ob_6000_0323_eff.ice,,[Materials],[Ma_Stair],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0324,object/map_object/ob_6000_0324_l1.ice,77\291d0d8e353f939fdf3fe83d6bf60c,object/map_object/ob_6000_0324_l2.ice,,object/map_object/ob_6000_0324_l3.ice,,object/map_object/ob_6000_0324_l4.ice,,object/map_object/ob_6000_0324_col.ice,74\6d1fe5600a3ea14eba2f8623ff8273,object/map_object/ob_6000_0324_com.ice,93\55511c636b9632a3ea87a45786e0ec,object/map_object/ob_6000_0324_eff.ice,,[Materials],[Ma_Stair],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0325,object/map_object/ob_6000_0325_l1.ice,2d\d5c13023af06f639058424ff4a1e59,object/map_object/ob_6000_0325_l2.ice,,object/map_object/ob_6000_0325_l3.ice,,object/map_object/ob_6000_0325_l4.ice,,object/map_object/ob_6000_0325_col.ice,3b\b5c9d7beb2381c69f95310183fbc63,object/map_object/ob_6000_0325_com.ice,32\7e28d8e06866e9c36ddb4d5d52dfd3,object/map_object/ob_6000_0325_eff.ice,,[Materials],[Ma_Pillar],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0326,object/map_object/ob_6000_0326_l1.ice,8f\320856144a19de16692636c5c4bb8c,object/map_object/ob_6000_0326_l2.ice,,object/map_object/ob_6000_0326_l3.ice,,object/map_object/ob_6000_0326_l4.ice,,object/map_object/ob_6000_0326_col.ice,07\3a4937fa9f185bd7e4538a74561155,object/map_object/ob_6000_0326_com.ice,77\93280da90519f0434f953e55d2e091,object/map_object/ob_6000_0326_eff.ice,,[Materials],[Ma_Beam],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0327,object/map_object/ob_6000_0327_l1.ice,e0\2045805cfa6d9ca50689ffc86193ef,object/map_object/ob_6000_0327_l2.ice,,object/map_object/ob_6000_0327_l3.ice,,object/map_object/ob_6000_0327_l4.ice,,object/map_object/ob_6000_0327_col.ice,50\4d69d24fa5d40961677919f4705286,object/map_object/ob_6000_0327_com.ice,db\4536d7eb39e1454ffd18b5361b80b5,object/map_object/ob_6000_0327_eff.ice,,[Materials],[Ma_Pillar],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0328,object/map_object/ob_6000_0328_l1.ice,b4\be170b774873c23c0a6c56f4ce3182,object/map_object/ob_6000_0328_l2.ice,,object/map_object/ob_6000_0328_l3.ice,,object/map_object/ob_6000_0328_l4.ice,,object/map_object/ob_6000_0328_col.ice,23\a200e55cdf42f3bffed548e4f780cd,object/map_object/ob_6000_0328_com.ice,a4\d361898c6aa83dfa75b3a693ef1789,object/map_object/ob_6000_0328_eff.ice,,[Materials],[Ma_Beam],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0329,object/map_object/ob_6000_0329_l1.ice,ed\6bb7fa28d7733f899918188e8d21c1,object/map_object/ob_6000_0329_l2.ice,,object/map_object/ob_6000_0329_l3.ice,,object/map_object/ob_6000_0329_l4.ice,,object/map_object/ob_6000_0329_col.ice,b4\46a497906d9bb3662b67ad352f2724,object/map_object/ob_6000_0329_com.ice,cd\2d7ed881d3420fcadd51b42e1668bc,object/map_object/ob_6000_0329_eff.ice,,[Materials],[Ma_Beam],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0330,object/map_object/ob_6000_0330_l1.ice,05\02a29408322d134dbd4a43a246604b,object/map_object/ob_6000_0330_l2.ice,,object/map_object/ob_6000_0330_l3.ice,,object/map_object/ob_6000_0330_l4.ice,,object/map_object/ob_6000_0330_col.ice,41\46a7a3f0ee81b2bb05c1c9782b6f6a,object/map_object/ob_6000_0330_com.ice,98\d3e1e00acf38eefbfea28b93d3cc83,object/map_object/ob_6000_0330_eff.ice,,[Materials],[Ma_Decoration],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0331,object/map_object/ob_6000_0331_l1.ice,4e\0257638ab3d57b55b758feb3d5010e,object/map_object/ob_6000_0331_l2.ice,,object/map_object/ob_6000_0331_l3.ice,,object/map_object/ob_6000_0331_l4.ice,,object/map_object/ob_6000_0331_col.ice,88\33c5c1927b273c339d35149b19a96e,object/map_object/ob_6000_0331_com.ice,51\1d56dac276e9a4a9ed4b4551da044f,object/map_object/ob_6000_0331_eff.ice,,[Materials],[Ma_Decoration],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0332,object/map_object/ob_6000_0332_l1.ice,5c\29e814d017709d4d9d12f5ac3b5efc,object/map_object/ob_6000_0332_l2.ice,,object/map_object/ob_6000_0332_l3.ice,,object/map_object/ob_6000_0332_l4.ice,,object/map_object/ob_6000_0332_col.ice,19\c8c8c7c0aeeece5fe7c3e45ebebc3f,object/map_object/ob_6000_0332_com.ice,52\2506ea5f9b6299d7519522862de6b3,object/map_object/ob_6000_0332_eff.ice,,[Materials],[Ma_Decoration],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0333,object/map_object/ob_6000_0333_l1.ice,69\35050e2ec1e2f639ea5ce50e5adbe5,object/map_object/ob_6000_0333_l2.ice,,object/map_object/ob_6000_0333_l3.ice,,object/map_object/ob_6000_0333_l4.ice,,object/map_object/ob_6000_0333_col.ice,b2\3738b57bd89dc5b646ac878af17c64,object/map_object/ob_6000_0333_com.ice,6c\cd02877f60c064ef1f3125f6503e43,object/map_object/ob_6000_0333_eff.ice,,[Materials],[Ma_Fence],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0336,object/map_object/ob_6000_0336_l1.ice,68\5ed1e2fffe4be78d5018c18e9f3d97,object/map_object/ob_6000_0336_l2.ice,,object/map_object/ob_6000_0336_l3.ice,,object/map_object/ob_6000_0336_l4.ice,,object/map_object/ob_6000_0336_col.ice,6b\1145380f3087b2090a8382fb289804,object/map_object/ob_6000_0336_com.ice,a0\25ae72a2a7c631bd629df81c2c8474,object/map_object/ob_6000_0336_eff.ice,,[Materials],[Ma_Decoration],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0337,object/map_object/ob_6000_0337_l1.ice,48\8d6fa2447be0ee99438d312b5829a4,object/map_object/ob_6000_0337_l2.ice,,object/map_object/ob_6000_0337_l3.ice,,object/map_object/ob_6000_0337_l4.ice,,object/map_object/ob_6000_0337_col.ice,53\900531cce6ed9a352a83263984b87e,object/map_object/ob_6000_0337_com.ice,a4\9c2a8c76898cc2054e874bc6970f08,object/map_object/ob_6000_0337_eff.ice,,[Materials],[Ma_Floor],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0338,object/map_object/ob_6000_0338_l1.ice,06\c28c796df32dee89be0641bf710a78,object/map_object/ob_6000_0338_l2.ice,,object/map_object/ob_6000_0338_l3.ice,,object/map_object/ob_6000_0338_l4.ice,,object/map_object/ob_6000_0338_col.ice,7c\3e7b4aada32248dc251575985b6db8,object/map_object/ob_6000_0338_com.ice,38\0f7180d131d0419287966ddf6e780d,object/map_object/ob_6000_0338_eff.ice,,[Materials],[Ma_Roof],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0340,object/map_object/ob_6000_0340_l1.ice,b0\a7e60100f9329ae113177f4acb876c,object/map_object/ob_6000_0340_l2.ice,,object/map_object/ob_6000_0340_l3.ice,,object/map_object/ob_6000_0340_l4.ice,,object/map_object/ob_6000_0340_col.ice,8e\514e6015a452a997ab8267d75bbc17,object/map_object/ob_6000_0340_com.ice,99\56490201fb2203192e265dd69b1343,object/map_object/ob_6000_0340_eff.ice,,[Materials],[Ma_Decoration],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0341,object/map_object/ob_6000_0341_l1.ice,80\9f4532578613d41061a7c49992e1e2,object/map_object/ob_6000_0341_l2.ice,,object/map_object/ob_6000_0341_l3.ice,,object/map_object/ob_6000_0341_l4.ice,,object/map_object/ob_6000_0341_col.ice,1b\6b66ba97e0bb2516ee6a77fd5943b6,object/map_object/ob_6000_0341_com.ice,ae\e9ac92f39c0bca6be707e9d9a8cfe6,object/map_object/ob_6000_0341_eff.ice,,[Materials],[Ma_Stair],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0342,object/map_object/ob_6000_0342_l1.ice,db\91c61b65da6392c5114eb11f6b897b,object/map_object/ob_6000_0342_l2.ice,,object/map_object/ob_6000_0342_l3.ice,,object/map_object/ob_6000_0342_l4.ice,,object/map_object/ob_6000_0342_col.ice,e7\92ad5216c5812d948f0369b7e9604f,object/map_object/ob_6000_0342_com.ice,ae\c6448cfaabe2979071cc4b10c16dc5,object/map_object/ob_6000_0342_eff.ice,b9\d1a947180ceb1480f95118d8165659,[Materials],[Ma_Roof],[SendHatchOpen_SendHatchClose],[0],[OpenHatch_CloseHatch],[Common_1],[0],[0]
ob_6000_0343,object/map_object/ob_6000_0343_l1.ice,bc\0077b2be529f07e1644980ea662d03,object/map_object/ob_6000_0343_l2.ice,,object/map_object/ob_6000_0343_l3.ice,,object/map_object/ob_6000_0343_l4.ice,,object/map_object/ob_6000_0343_col.ice,76\428e8da8b092fed64370fdb55c004b,object/map_object/ob_6000_0343_com.ice,32\f0614cd8f1a27c5dafe0a6c35dc1ec,object/map_object/ob_6000_0343_eff.ice,,[Materials],[Ma_Decoration],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_0344,object/map_object/ob_6000_0344_l1.ice,ae\036d321e1deb65eb189d8d89d4a03e,object/map_object/ob_6000_0344_l2.ice,,object/map_object/ob_6000_0344_l3.ice,,object/map_object/ob_6000_0344_l4.ice,,object/map_object/ob_6000_0344_col.ice,65\4023466b7617be70e05e196423f250,object/map_object/ob_6000_0344_com.ice,30\6cf97c4f452fa3cbfedd56c51e95cb,object/map_object/ob_6000_0344_eff.ice,,[Materials],[Ma_Decoration],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_9998,object/map_object/ob_6000_9998_l1.ice,89\cc4e858f5ed1eb7f79482ba9a08a51,object/map_object/ob_6000_9998_l2.ice,,object/map_object/ob_6000_9998_l3.ice,,object/map_object/ob_6000_9998_l4.ice,,object/map_object/ob_6000_9998_col.ice,,object/map_object/ob_6000_9998_com.ice,4a\443d053d0645e12d4383815c11457f,object/map_object/ob_6000_9998_eff.ice,,[0],[0],[0],[Access],[0],[Common_1],[0],[0]
ob_6000_9999,object/map_object/ob_6000_9999_l1.ice,ce\d8358d3ef0579e71e28221193ae288,object/map_object/ob_6000_9999_l2.ice,,object/map_object/ob_6000_9999_l3.ice,,object/map_object/ob_6000_9999_l4.ice,,object/map_object/ob_6000_9999_col.ice,,object/map_object/ob_6000_9999_com.ice,9d\71c6db8084d6e4297cadba45c22357,object/map_object/ob_6000_9999_eff.ice,,[0],[0],[0],[Access],[0],[Common_1],[0],[0]
